Id,Location,Size,Bedrooms,Bathrooms,Year_Built,Price
494,Delhi,800 sqft,4.0,1.0,2010.0,3860947
495,Pune,2000 sqft,,,2005.0,5093289
496,Gurgaon,1500sqft,2.0,3.0,1995.0,5386048
497,Gurgaon,1800 sqft,3.0,1.0,2000.0,5622065
498,Gurgaon,2000 sqft,2.0,1.0,1995.0,5785051
499,Gurgaon,1500sqft,,3.0,2010.0,5006428
500,Mumbai,1800 sqft,1.0,3.0,2000.0,8520904
501,Pune,2000 sqft,2.0,3.0,2015.0,4720350
502,Delhi,1200 sqft,3.0,1.0,2008.0,4014532
503,Noida,NaN,1.0,1.0,2008.0,2660942
504,Pune,2000 sqft,,,2012.0,4748566
505,Delhi,900sqft,3.0,2.0,,3753659
506,Mumbai,1500sqft,3.0,3.0,2000.0,7965674
507,Mumbai,800 sqft,2.0,,2010.0,7642285
508,Noida,,2.0,1.0,2005.0,2600454
509,Noida,900sqft,4.0,3.0,,3022902
510,Mumbai,1200 sqft,4.0,,2000.0,8521465
511,Mumbai,2000 sqft,1.0,2.0,2018.0,8162882
512,Pune,,,,1995.0,3334784
513,Delhi,800 sqft,1.0,1.0,2012.0,3748093
514,Bangalore,1800 sqft,4.0,3.0,2010.0,7125120
515,Mumbai,1500sqft,3.0,1.0,2018.0,7565651
516,Delhi,800 sqft,3.0,2.0,2005.0,3914607
517,Bangalore,2000 sqft,3.0,,2012.0,6816291
518,Noida,900sqft,2.0,2.0,2010.0,3236319
519,Mumbai,1500sqft,4.0,1.0,1995.0,7994334
520,Noida,,3.0,2.0,2018.0,2353597
521,Mumbai,NaN,3.0,1.0,2005.0,5871972
522,Bangalore,,,2.0,2005.0,4995920
523,Mumbai,800 sqft,3.0,3.0,2015.0,7802950
524,Bangalore,1200 sqft,3.0,2.0,,6989834
525,Bangalore,900sqft,4.0,,2012.0,6174506
526,Gurgaon,800 sqft,3.0,2.0,2012.0,5430772
527,Noida,800 sqft,4.0,3.0,2008.0,3405624
528,Delhi,,2.0,2.0,2000.0,3225041
529,Bangalore,2000 sqft,2.0,,2012.0,6860768
530,Delhi,900sqft,3.0,2.0,2015.0,3829142
531,Mumbai,1200 sqft,2.0,2.0,,8240645
532,Mumbai,900sqft,1.0,1.0,2005.0,7071310
533,Delhi,900sqft,2.0,,2010.0,3495723
534,Pune,900sqft,2.0,2.0,2018.0,4270976
535,Mumbai,800 sqft,2.0,3.0,2015.0,7949797
536,Delhi,,4.0,,2005.0,2884844
537,Mumbai,1500sqft,3.0,2.0,2000.0,7708466
538,Bangalore,1000 sqft,2.0,2.0,2015.0,6880083
539,Mumbai,NaN,3.0,3.0,2000.0,6026391
540,Gurgaon,1500sqft,2.0,2.0,2018.0,5036935
541,Gurgaon,,3.0,1.0,2010.0,4061196
542,Delhi,1800 sqft,4.0,1.0,2005.0,3996416
543,Noida,1800 sqft,,1.0,2000.0,3451575
544,Noida,,3.0,2.0,2010.0,2591069
545,Mumbai,800 sqft,1.0,1.0,2018.0,7597552
546,Delhi,900sqft,3.0,2.0,2015.0,3790176
547,Mumbai,1500sqft,2.0,2.0,,8010756
548,Mumbai,2000 sqft,3.0,,2000.0,8445446
549,Mumbai,NaN,2.0,2.0,1995.0,6200712
550,Gurgaon,1200 sqft,1.0,3.0,1998.0,5427176
551,Pune,,3.0,2.0,2005.0,3441367
552,Bangalore,1000 sqft,3.0,2.0,1998.0,7245601
553,Delhi,,1.0,3.0,1995.0,2912988
554,Pune,NaN,4.0,2.0,1998.0,3697789
555,Gurgaon,1800 sqft,3.0,2.0,1995.0,5653876
556,Gurgaon,,2.0,3.0,2010.0,4069030
557,Delhi,2000 sqft,2.0,3.0,1998.0,4183935
558,Gurgaon,1200 sqft,3.0,1.0,2010.0,5367967
559,Pune,800 sqft,3.0,2.0,2005.0,4433913
560,Mumbai,1800 sqft,4.0,,2012.0,8411975
561,Gurgaon,1200 sqft,,2.0,2000.0,5810150
562,Delhi,1800 sqft,3.0,2.0,2005.0,4205695
563,Bangalore,1500sqft,2.0,3.0,1998.0,6287821
564,Mumbai,,2.0,3.0,1995.0,6084005
565,Noida,,1.0,2.0,2005.0,2416824
566,Gurgaon,NaN,3.0,1.0,1998.0,3913895
567,Mumbai,1000 sqft,1.0,3.0,2010.0,8587897
568,Delhi,2000 sqft,4.0,1.0,2005.0,4033776
569,Pune,1000 sqft,,1.0,2005.0,4660418
570,Delhi,,1.0,1.0,2008.0,3169184
571,Noida,1500sqft,1.0,1.0,2015.0,3350732
572,Pune,2000 sqft,4.0,3.0,2015.0,4736716
573,Noida,900sqft,1.0,1.0,,3068159
574,Delhi,1200 sqft,4.0,1.0,2015.0,4177094
575,Bangalore,1200 sqft,4.0,1.0,2008.0,7237138
576,Mumbai,NaN,4.0,1.0,1995.0,5789387
577,Delhi,1800 sqft,3.0,1.0,2005.0,4431852
578,Noida,NaN,1.0,2.0,2000.0,2641563
579,Pune,900sqft,2.0,2.0,2015.0,4441549
580,Noida,,4.0,1.0,2000.0,2625574
581,Bangalore,1800 sqft,,1.0,,7072643
582,Delhi,NaN,4.0,2.0,2012.0,3192000
583,Bangalore,1000 sqft,2.0,2.0,,6859693
584,Gurgaon,2000 sqft,2.0,,2010.0,5754170
585,Noida,1800 sqft,1.0,1.0,1995.0,3691035
586,Gurgaon,1000 sqft,3.0,1.0,,5407593
587,Mumbai,,2.0,1.0,2000.0,6164524
588,Bangalore,1200 sqft,3.0,1.0,2012.0,6777619
589,Delhi,1200 sqft,2.0,2.0,2010.0,3953764
590,Delhi,NaN,,2.0,2015.0,2928435
591,Gurgaon,,3.0,1.0,1995.0,3809513
592,Mumbai,1000 sqft,3.0,2.0,2012.0,8471137
593,Pune,1200 sqft,4.0,1.0,2005.0,4796273
594,Gurgaon,2000 sqft,4.0,1.0,2010.0,5620656
595,Gurgaon,2000 sqft,2.0,1.0,2010.0,5725925
596,Pune,900sqft,3.0,2.0,2005.0,4053619
597,Delhi,1800 sqft,2.0,3.0,1998.0,4439406
598,Bangalore,,4.0,1.0,2018.0,4906989
599,Mumbai,1500sqft,2.0,1.0,1995.0,7944018
600,Mumbai,1000 sqft,4.0,2.0,2010.0,8542356
601,Gurgaon,2000 sqft,,2.0,2012.0,5753568
602,Mumbai,1200 sqft,2.0,1.0,2012.0,8296783
603,Mumbai,NaN,3.0,,1995.0,6036445
604,Bangalore,1800 sqft,3.0,3.0,2012.0,7061440
605,Bangalore,800 sqft,,1.0,1995.0,6275907
606,Pune,NaN,1.0,2.0,2012.0,3266804
607,Delhi,900sqft,1.0,2.0,2012.0,3371343
608,Pune,NaN,4.0,,1998.0,3576957
609,Pune,1800 sqft,3.0,2.0,1995.0,4747581
610,Bangalore,2000 sqft,4.0,1.0,2008.0,7055141
611,Delhi,NaN,3.0,2.0,2015.0,3104209
612,Pune,2000 sqft,3.0,1.0,2008.0,4878503
613,Noida,1000 sqft,3.0,3.0,2012.0,3524763
614,Pune,2000 sqft,3.0,2.0,1998.0,4740826
615,Noida,800 sqft,,2.0,2005.0,3000033
616,Gurgaon,,3.0,,2015.0,3929637
617,Pune,1200 sqft,3.0,2.0,2010.0,4858406
618,Delhi,,2.0,1.0,2012.0,3213709
619,Bangalore,800 sqft,4.0,,2015.0,6325784
620,Gurgaon,,3.0,,2015.0,3854087
621,Bangalore,1000 sqft,3.0,1.0,,7044829
622,Mumbai,,3.0,3.0,2015.0,6041824
623,Gurgaon,,,3.0,1998.0,4129670
624,Bangalore,2000 sqft,,,2008.0,6938030
625,Delhi,1500sqft,4.0,1.0,2008.0,3795973
626,Noida,1200 sqft,3.0,1.0,2015.0,3517900
627,Delhi,2000 sqft,2.0,2.0,,4183571
628,Noida,2000 sqft,1.0,3.0,,3677038
629,Delhi,1500sqft,,1.0,2000.0,4084772
630,Noida,1500sqft,1.0,1.0,2015.0,3232575
631,Pune,NaN,3.0,3.0,2005.0,3568483
632,Noida,2000 sqft,2.0,2.0,2015.0,3661690
633,Pune,NaN,3.0,1.0,2000.0,3603856
634,Noida,,2.0,2.0,2015.0,2696191
635,Pune,,,2.0,2005.0,3522857
636,Noida,1800 sqft,1.0,3.0,1998.0,3335961
637,Noida,1500sqft,,1.0,1998.0,3270029
638,Bangalore,2000 sqft,2.0,1.0,2005.0,6914194
639,Delhi,1000 sqft,,1.0,2008.0,4140808
640,Gurgaon,1200 sqft,2.0,1.0,2010.0,5694807
641,Gurgaon,1800 sqft,3.0,,2018.0,5367995
642,Gurgaon,800 sqft,3.0,2.0,2018.0,5406395
643,Pune,1500sqft,2.0,,1995.0,4431171
644,Pune,,3.0,2.0,2010.0,3577888
645,Gurgaon,1200 sqft,,2.0,2015.0,5415530
646,Bangalore,,3.0,,1995.0,4849560
647,Pune,2000 sqft,2.0,2.0,2012.0,4975126
648,Pune,1000 sqft,3.0,2.0,2008.0,4979403
649,Delhi,,3.0,2.0,2005.0,3215076
650,Bangalore,800 sqft,3.0,1.0,2018.0,6626399
651,Noida,,1.0,3.0,1998.0,2633407
652,Bangalore,,3.0,,2008.0,4784228
653,Bangalore,1200 sqft,4.0,,1998.0,6934824
654,Pune,,2.0,,2008.0,3260790
655,Bangalore,1200 sqft,2.0,2.0,,6907795
656,Noida,900sqft,4.0,1.0,2012.0,2766922
657,Bangalore,800 sqft,3.0,1.0,1998.0,6257203
658,Delhi,1000 sqft,3.0,2.0,2000.0,4165233
659,Delhi,1000 sqft,3.0,3.0,1998.0,4346423
660,Noida,,2.0,1.0,2018.0,2573037
661,Pune,1000 sqft,,1.0,2018.0,4746329
662,Pune,1800 sqft,3.0,3.0,2000.0,5091761
663,Noida,,4.0,1.0,2008.0,2342460
664,Gurgaon,1200 sqft,1.0,1.0,2012.0,5635154
665,Noida,1800 sqft,2.0,2.0,2008.0,3549234
666,Delhi,1000 sqft,3.0,2.0,2005.0,4069684
667,Pune,1800 sqft,3.0,1.0,1998.0,4771779
668,Bangalore,,4.0,2.0,2015.0,5143473
669,Pune,NaN,2.0,,,3378126
670,Mumbai,2000 sqft,3.0,3.0,2005.0,8221293
671,Pune,1000 sqft,2.0,3.0,2012.0,5120798
672,Delhi,1200 sqft,2.0,1.0,1995.0,4088527
673,Noida,,2.0,3.0,2000.0,2651937
674,Noida,2000 sqft,3.0,2.0,1998.0,3267097
675,Noida,1200 sqft,,1.0,2015.0,3287095
676,Gurgaon,1800 sqft,2.0,1.0,1995.0,5580982
677,Noida,1200 sqft,,2.0,2012.0,3260080
678,Pune,800 sqft,,2.0,1998.0,4482304
679,Delhi,,4.0,3.0,1995.0,2870539
680,Noida,1200 sqft,3.0,2.0,1995.0,3511160
681,Gurgaon,2000 sqft,,,2012.0,5383397
682,Mumbai,1000 sqft,2.0,2.0,1998.0,8230604
683,Delhi,1000 sqft,,1.0,2015.0,4232719
684,Noida,800 sqft,4.0,2.0,2010.0,3026000
685,Bangalore,800 sqft,,1.0,2018.0,6609312
686,Mumbai,NaN,3.0,1.0,2018.0,5800622
687,Gurgaon,1200 sqft,1.0,,2000.0,5508532
688,Delhi,1800 sqft,4.0,2.0,2005.0,3972124
689,Pune,1200 sqft,2.0,1.0,2008.0,4826374
690,Noida,1500sqft,4.0,2.0,1998.0,3205684
691,Bangalore,1000 sqft,3.0,,,7202472
692,Noida,800 sqft,1.0,1.0,,3341895
693,Noida,1000 sqft,,1.0,2010.0,3547150
694,Pune,1500sqft,1.0,1.0,,4799562
695,Delhi,,1.0,,1995.0,2951178
696,Bangalore,1200 sqft,4.0,1.0,2015.0,7233957
697,Pune,2000 sqft,2.0,1.0,2012.0,4934036
698,Gurgaon,1000 sqft,2.0,1.0,2000.0,5562195
699,Delhi,NaN,1.0,,,2847205
700,Mumbai,1000 sqft,2.0,1.0,1998.0,8190905
701,Mumbai,,1.0,2.0,2012.0,5903879
702,Noida,1000 sqft,3.0,1.0,2015.0,3580425
703,Bangalore,2000 sqft,1.0,,,6999966
704,Delhi,1000 sqft,1.0,2.0,1998.0,4435960
705,Delhi,1000 sqft,4.0,2.0,1995.0,4289011
706,Bangalore,2000 sqft,1.0,2.0,2005.0,6924104
707,Mumbai,800 sqft,2.0,1.0,2010.0,7800957
708,Pune,2000 sqft,1.0,3.0,2018.0,4840130
709,Gurgaon,2000 sqft,2.0,2.0,2010.0,5450876
710,Gurgaon,2000 sqft,,1.0,,5393323
711,Delhi,1500sqft,3.0,3.0,2010.0,3751629
712,Bangalore,800 sqft,2.0,1.0,2000.0,6714174
713,Delhi,900sqft,,,2000.0,3778006
714,Pune,,4.0,1.0,1998.0,3250645
715,Pune,,4.0,,2010.0,3276721
716,Noida,,1.0,1.0,2012.0,2465048
717,Noida,,1.0,1.0,2018.0,2543535
718,Noida,1000 sqft,3.0,,1998.0,3652756
719,Gurgaon,,2.0,3.0,2012.0,4159677
720,Noida,NaN,,3.0,1995.0,2571758
721,Delhi,2000 sqft,2.0,2.0,2000.0,4397940
722,Gurgaon,1000 sqft,,1.0,1995.0,5441793
723,Gurgaon,1000 sqft,4.0,1.0,1998.0,5447430
724,Noida,800 sqft,,2.0,2012.0,3018536
725,Bangalore,2000 sqft,1.0,3.0,2008.0,7152948
726,Bangalore,1800 sqft,,1.0,2015.0,7022828
727,Mumbai,1000 sqft,,3.0,2018.0,8587153
728,Noida,NaN,4.0,1.0,2015.0,2526757
729,Mumbai,2000 sqft,1.0,1.0,2000.0,8518525
730,Gurgaon,1200 sqft,3.0,,1995.0,5443260
731,Noida,900sqft,3.0,1.0,,2988086
732,Gurgaon,1200 sqft,1.0,,2005.0,5673220
733,Gurgaon,,4.0,2.0,2015.0,4115169
734,Gurgaon,,2.0,2.0,2010.0,3912350
735,Noida,900sqft,,2.0,1998.0,2963280
736,Mumbai,NaN,4.0,1.0,2005.0,6188720
737,Delhi,2000 sqft,,1.0,2010.0,3990820
738,Delhi,1200 sqft,2.0,,1995.0,3959391
739,Noida,1800 sqft,2.0,2.0,2015.0,3442313
740,Gurgaon,,3.0,1.0,2008.0,4058128
741,Noida,,3.0,1.0,2015.0,2268030
742,Gurgaon,,2.0,2.0,2005.0,4142072
743,Noida,1200 sqft,,3.0,2005.0,3256550
744,Mumbai,1500sqft,2.0,2.0,2010.0,7705316
745,Bangalore,900sqft,1.0,2.0,2005.0,6098482
746,Mumbai,,3.0,,2005.0,6040914
747,Gurgaon,,2.0,2.0,1998.0,3994207
748,Noida,NaN,4.0,1.0,2000.0,2505698
749,Mumbai,,2.0,1.0,2018.0,5900892
750,Mumbai,1200 sqft,2.0,1.0,2018.0,8365098
751,Delhi,NaN,3.0,1.0,2012.0,3147262
752,Mumbai,900sqft,3.0,2.0,2012.0,7427082
753,Mumbai,1500sqft,2.0,2.0,2008.0,8001382
754,Noida,,3.0,1.0,2012.0,2352682
755,Gurgaon,,3.0,2.0,1995.0,3757569
756,Bangalore,NaN,3.0,1.0,,4801212
757,Pune,1200 sqft,3.0,,1998.0,5087567
758,Delhi,1800 sqft,2.0,1.0,2005.0,4398536
759,Bangalore,800 sqft,,1.0,2018.0,6334021
760,Gurgaon,800 sqft,3.0,3.0,2012.0,4961496
761,Gurgaon,900sqft,3.0,,2005.0,4778064
762,Pune,800 sqft,3.0,,1998.0,4615344
763,Delhi,2000 sqft,3.0,2.0,2015.0,4349951
764,Mumbai,NaN,3.0,2.0,2005.0,6050417
765,Pune,NaN,2.0,,2005.0,3419894
766,Gurgaon,800 sqft,2.0,3.0,2015.0,5370489
767,Mumbai,900sqft,3.0,2.0,2010.0,6991486
768,Pune,2000 sqft,4.0,,2012.0,4727987
769,Mumbai,900sqft,2.0,2.0,2018.0,7101721
770,Pune,,2.0,3.0,2008.0,3626263
771,Delhi,1200 sqft,4.0,2.0,2015.0,4331016
772,Delhi,,2.0,2.0,2005.0,2843068
773,Pune,NaN,,2.0,2010.0,3676963
774,Noida,900sqft,2.0,2.0,2008.0,2773133
775,Mumbai,1000 sqft,3.0,1.0,1995.0,8409657
776,Gurgaon,800 sqft,2.0,,2015.0,5303286
777,Noida,1000 sqft,4.0,2.0,,3689664
778,Mumbai,2000 sqft,3.0,1.0,,8412978
779,Mumbai,,3.0,,1998.0,5876339
780,Gurgaon,900sqft,2.0,,2005.0,4822585
781,Gurgaon,NaN,,1.0,1995.0,3949547
782,Gurgaon,800 sqft,2.0,3.0,2008.0,5065165
783,Noida,1200 sqft,4.0,2.0,,3656697
784,Mumbai,1000 sqft,,1.0,2012.0,8191972
785,Gurgaon,2000 sqft,3.0,2.0,2015.0,5449754
786,Gurgaon,,1.0,3.0,2005.0,4106117
787,Delhi,,2.0,1.0,2008.0,3249159
788,Gurgaon,1500sqft,4.0,,1995.0,5028711
789,Noida,2000 sqft,4.0,2.0,2012.0,3654390
790,Bangalore,800 sqft,1.0,1.0,2015.0,6632531
791,Pune,1500sqft,3.0,1.0,2008.0,4462907
792,Delhi,NaN,4.0,2.0,2012.0,2786696
793,Pune,1200 sqft,1.0,1.0,2015.0,4993761
794,Mumbai,1500sqft,1.0,2.0,2000.0,7799707
795,Bangalore,900sqft,2.0,1.0,2015.0,5788218
796,Delhi,1000 sqft,2.0,,2010.0,4137444
797,Noida,1800 sqft,3.0,3.0,2008.0,3357145
798,Mumbai,1200 sqft,3.0,1.0,2018.0,8328374
799,Noida,,3.0,,,2453386
800,Bangalore,1200 sqft,2.0,2.0,2018.0,7064929
801,Delhi,1500sqft,,1.0,2018.0,3737827
802,Bangalore,,3.0,2.0,2010.0,5199544
803,Delhi,,4.0,2.0,2015.0,3115588
804,Mumbai,2000 sqft,4.0,,2000.0,8233671
805,Delhi,800 sqft,4.0,,,3971315
806,Delhi,,2.0,2.0,2010.0,2864477
807,Pune,,4.0,1.0,2015.0,3394627
808,Mumbai,800 sqft,3.0,,2015.0,7777199
809,Mumbai,1000 sqft,3.0,1.0,2015.0,8568906
810,Bangalore,,2.0,2.0,2000.0,5001824
811,Delhi,NaN,,1.0,2010.0,2916754
812,Delhi,2000 sqft,2.0,3.0,2015.0,4040330
813,Noida,2000 sqft,2.0,1.0,2012.0,3329333
814,Pune,1500sqft,2.0,2.0,2018.0,4395767
815,Noida,,2.0,,2010.0,2282051
816,Mumbai,,4.0,3.0,2010.0,5772534
817,Noida,1500sqft,3.0,,2018.0,3054211
818,Noida,800 sqft,,1.0,2015.0,3492614
819,Mumbai,1500sqft,3.0,1.0,1998.0,7553114
820,Mumbai,1000 sqft,2.0,1.0,2008.0,8164741
821,Mumbai,2000 sqft,3.0,3.0,2008.0,8310686
822,Noida,,1.0,2.0,2005.0,2718039
823,Mumbai,1500sqft,,1.0,2018.0,8027764
824,Gurgaon,2000 sqft,1.0,,1998.0,5733860
825,Gurgaon,1200 sqft,3.0,3.0,2012.0,5507784
826,Mumbai,2000 sqft,4.0,1.0,1995.0,8163110
827,Gurgaon,2000 sqft,3.0,1.0,1995.0,5363164
828,Bangalore,1000 sqft,3.0,,2012.0,7140950
829,Delhi,1500sqft,3.0,3.0,2008.0,3890530
830,Noida,1500sqft,3.0,,2012.0,3039128
831,Mumbai,900sqft,1.0,3.0,2005.0,6971802
832,Delhi,,1.0,,2018.0,2768631
833,Pune,1500sqft,1.0,2.0,2005.0,4587181
834,Mumbai,1200 sqft,3.0,2.0,2008.0,8593017
835,Mumbai,1500sqft,3.0,1.0,2018.0,7589078
836,Gurgaon,1800 sqft,3.0,,2015.0,5481466
837,Noida,,2.0,1.0,,2510607
838,Mumbai,800 sqft,1.0,1.0,,7602893
839,Mumbai,,2.0,,2000.0,6054343
840,Pune,,,2.0,2012.0,3252685
841,Noida,1000 sqft,3.0,1.0,1995.0,3367716
842,Noida,1200 sqft,2.0,2.0,2000.0,3425440
843,Delhi,1000 sqft,3.0,1.0,2018.0,4205470
844,Noida,1800 sqft,2.0,,2012.0,3449874
845,Pune,900sqft,2.0,1.0,,4093140
846,Pune,1800 sqft,4.0,2.0,1998.0,5085835
847,Gurgaon,800 sqft,3.0,2.0,2005.0,5229182
848,Gurgaon,1200 sqft,2.0,2.0,2015.0,5715921
849,Gurgaon,2000 sqft,3.0,2.0,,5583978
850,Pune,800 sqft,2.0,2.0,2012.0,4396603
851,Mumbai,900sqft,3.0,1.0,2010.0,7169214
852,Delhi,1500sqft,,2.0,2000.0,4011770
853,Gurgaon,,2.0,,2010.0,4189241
854,Noida,1500sqft,,3.0,2005.0,3261479
855,Delhi,900sqft,3.0,,2005.0,3425834
856,Noida,900sqft,2.0,3.0,2015.0,2770270
857,Delhi,,,1.0,2012.0,2951885
858,Mumbai,1500sqft,2.0,,2005.0,7582823
859,Bangalore,800 sqft,3.0,1.0,2005.0,6578303
860,Mumbai,,1.0,2.0,2018.0,5898218
861,Pune,1000 sqft,2.0,3.0,2005.0,5111383
862,Bangalore,1500sqft,1.0,2.0,2012.0,6687890
863,Pune,2000 sqft,3.0,1.0,2008.0,4743431
864,Pune,1500sqft,3.0,1.0,2015.0,4513761
865,Mumbai,,1.0,1.0,,5890616
866,Bangalore,2000 sqft,1.0,3.0,1998.0,7083734
867,Pune,1500sqft,3.0,1.0,1998.0,4745788
868,Pune,NaN,2.0,3.0,,3344794
869,Gurgaon,1000 sqft,3.0,1.0,2015.0,5390451
870,Pune,,1.0,,2008.0,3564593
871,Mumbai,2000 sqft,,1.0,2000.0,8425582
872,Delhi,,3.0,2.0,2010.0,2844990
873,Delhi,,,2.0,2015.0,3013672
874,Noida,1000 sqft,,3.0,1998.0,3507805
875,Pune,2000 sqft,1.0,2.0,1995.0,4909866
876,Pune,900sqft,4.0,2.0,,4409341
877,Mumbai,1000 sqft,2.0,1.0,2012.0,8531096
878,Delhi,2000 sqft,3.0,1.0,2018.0,4004106
879,Delhi,1000 sqft,3.0,1.0,1995.0,4145924
880,Bangalore,900sqft,,1.0,1998.0,6142945
881,Noida,800 sqft,3.0,,2015.0,3152774
882,Bangalore,,4.0,2.0,2018.0,4786079
883,Noida,,3.0,2.0,2010.0,2254155
884,Noida,800 sqft,3.0,2.0,1995.0,3203211
885,Delhi,900sqft,1.0,1.0,2010.0,3749714
886,Bangalore,1500sqft,2.0,1.0,2000.0,6453787
887,Noida,NaN,2.0,,2015.0,2435141
888,Gurgaon,1800 sqft,1.0,2.0,,5574084
889,Mumbai,800 sqft,2.0,1.0,2000.0,7673125
890,Delhi,1500sqft,1.0,3.0,2012.0,3731076
891,Mumbai,1500sqft,2.0,3.0,2000.0,7792278
892,Noida,1500sqft,2.0,3.0,2012.0,3037023
893,Pune,1200 sqft,2.0,1.0,2008.0,4728606
894,Delhi,NaN,3.0,1.0,2018.0,2852889
895,Bangalore,,,1.0,,5172906
896,Mumbai,1500sqft,2.0,2.0,2018.0,7639720
897,Delhi,1500sqft,3.0,2.0,,4147551
898,Pune,,,,2010.0,3580674
899,Gurgaon,NaN,4.0,1.0,2008.0,4092634
900,Noida,1000 sqft,,2.0,2008.0,3270630
901,Delhi,800 sqft,2.0,,2008.0,3890016
902,Pune,1800 sqft,2.0,1.0,2015.0,4822202
903,Pune,1000 sqft,4.0,1.0,1998.0,4896821
904,Bangalore,,1.0,1.0,2008.0,4952067
905,Mumbai,NaN,2.0,1.0,,6007386
906,Noida,900sqft,,2.0,2010.0,3178897
907,Gurgaon,900sqft,,2.0,2008.0,4661461
908,Pune,1800 sqft,4.0,2.0,2008.0,4952566
909,Delhi,1200 sqft,3.0,2.0,2012.0,4127362
910,Mumbai,800 sqft,4.0,3.0,2000.0,7908616
911,Bangalore,NaN,3.0,2.0,,5168346
912,Delhi,1000 sqft,1.0,2.0,2018.0,4191922
913,Bangalore,800 sqft,4.0,,2008.0,6701588
914,Gurgaon,1200 sqft,2.0,3.0,2000.0,5745875
915,Delhi,1800 sqft,3.0,3.0,,4293373
916,Noida,1200 sqft,,1.0,2018.0,3394872
917,Pune,1500sqft,4.0,3.0,2008.0,4652079
918,Bangalore,1800 sqft,,1.0,1998.0,7113462
919,Delhi,800 sqft,2.0,2.0,1995.0,3653004
920,Mumbai,1200 sqft,4.0,1.0,1995.0,8434285
921,Mumbai,800 sqft,4.0,3.0,2018.0,7659072
922,Gurgaon,1800 sqft,,2.0,2015.0,5672014
923,Pune,1800 sqft,1.0,3.0,2018.0,4859425
924,Mumbai,1800 sqft,2.0,2.0,2005.0,8156826
925,Bangalore,1200 sqft,1.0,1.0,1998.0,7162794
926,Noida,,3.0,2.0,2015.0,2721116
927,Delhi,1200 sqft,3.0,,2018.0,4406194
928,Mumbai,2000 sqft,,2.0,2000.0,8585329
929,Mumbai,1500sqft,4.0,1.0,2008.0,7973180
930,Bangalore,1000 sqft,3.0,1.0,2015.0,6792350
931,Delhi,NaN,4.0,1.0,2005.0,3197629
932,Noida,1000 sqft,2.0,3.0,2008.0,3710393
933,Delhi,,1.0,1.0,2015.0,3121545
934,Delhi,1000 sqft,3.0,2.0,2005.0,4420335
935,Mumbai,NaN,2.0,3.0,2005.0,5881558
936,Bangalore,1200 sqft,3.0,2.0,2008.0,7131340
937,Mumbai,1000 sqft,3.0,,2018.0,8190411
938,Mumbai,900sqft,1.0,3.0,2008.0,7038182
939,Pune,900sqft,4.0,2.0,2018.0,4392151
940,Bangalore,,3.0,,2010.0,5156527
941,Noida,1000 sqft,2.0,2.0,2008.0,3386757
942,Bangalore,1200 sqft,1.0,1.0,2012.0,6973097
943,Gurgaon,900sqft,3.0,1.0,2008.0,4891851
944,Delhi,,2.0,2.0,2015.0,2827806
945,Noida,1200 sqft,3.0,2.0,2010.0,3414152
946,Gurgaon,2000 sqft,1.0,1.0,2018.0,5422121
947,Delhi,1000 sqft,3.0,1.0,2008.0,4252528
948,Noida,900sqft,4.0,1.0,2010.0,3014883
949,Mumbai,,3.0,,2005.0,5839032
950,Delhi,900sqft,1.0,1.0,2018.0,3542868
951,Mumbai,NaN,2.0,,2010.0,6161892
952,Pune,NaN,4.0,1.0,2008.0,3610210
953,Mumbai,2000 sqft,2.0,1.0,2000.0,8459414
954,Mumbai,1200 sqft,3.0,1.0,2018.0,8445574
955,Pune,,3.0,1.0,1998.0,3562228
956,Bangalore,2000 sqft,2.0,2.0,2018.0,7163498
957,Delhi,2000 sqft,,1.0,2012.0,4030882
958,Gurgaon,1200 sqft,1.0,2.0,2018.0,5668893
959,Noida,900sqft,4.0,2.0,2012.0,3205117
960,Pune,900sqft,,1.0,1995.0,4181729
961,Bangalore,1000 sqft,2.0,2.0,2018.0,6764075
962,Delhi,,3.0,2.0,1995.0,2802431
963,Bangalore,1200 sqft,,2.0,1998.0,7047398
964,Gurgaon,,3.0,2.0,2010.0,3807335
965,Mumbai,1200 sqft,2.0,,1998.0,8488164
966,Bangalore,1800 sqft,3.0,1.0,2015.0,6908123
967,Gurgaon,1800 sqft,3.0,2.0,2018.0,5598094
968,Noida,1800 sqft,2.0,3.0,1998.0,3529996
969,Bangalore,800 sqft,,,,6653982
970,Noida,,4.0,3.0,,2596631
971,Noida,800 sqft,4.0,,1995.0,3398641
972,Noida,1800 sqft,3.0,2.0,2018.0,3711368
973,Gurgaon,NaN,3.0,,2012.0,4063535
974,Noida,1000 sqft,4.0,3.0,1995.0,3538789
975,Gurgaon,1200 sqft,1.0,,,5622915
976,Bangalore,900sqft,3.0,,2018.0,6143435
977,Noida,1000 sqft,3.0,2.0,1995.0,3742207
978,Mumbai,1500sqft,1.0,2.0,1995.0,8001600
979,Delhi,900sqft,2.0,1.0,2010.0,3604978
980,Gurgaon,800 sqft,2.0,1.0,1995.0,5170751
981,Mumbai,NaN,3.0,1.0,1998.0,6183518
982,Noida,1200 sqft,1.0,1.0,2012.0,3660876
983,Bangalore,1800 sqft,3.0,2.0,1998.0,7082038
984,Pune,,2.0,1.0,2000.0,3554465
985,Delhi,1000 sqft,1.0,,2008.0,3999366
986,Gurgaon,1500sqft,3.0,1.0,2015.0,5068678
987,Bangalore,NaN,3.0,2.0,2018.0,4890172
